date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_rating,away_rating,long,lat
2017-06-22,Germany,Chile,1.0,1.0,Confederations Cup,Kazan,Russia,True,2047,1980,55.7823547,49.1242266
2017-06-24,New Zealand,Portugal,0.0,4.0,Confederations Cup,Saint Petersburg,Russia,True,1567,1923,27.7703796,-82.6695085
2017-06-24,Russia,Mexico,1.0,2.0,Confederations Cup,Kazan,Russia,False,1674,1930,55.7823547,49.1242266
2017-06-25,Chile,Australia,1.0,1.0,Confederations Cup,Moscow,Russia,True,1980,1710,55.7504461,37.6174943
2017-06-25,Germany,Cameroon,3.0,1.0,Confederations Cup,Sochi,Russia,True,2047,1683,43.5854823,39.723109
2017-06-28,Portugal,Chile,0.0,0.0,Confederations Cup,Kazan,Russia,True,1923,1980,55.7823547,49.1242266
2017-06-29,Germany,Mexico,4.0,1.0,Confederations Cup,Sochi,Russia,True,2047,1930,43.5854823,39.723109
2017-07-02,Chile,Germany,0.0,1.0,Confederations Cup,Saint Petersburg,Russia,True,1980,2047,27.7703796,-82.6695085
2017-07-02,Portugal,Mexico,2.0,1.0,Confederations Cup,Moscow,Russia,True,1923,1930,55.7504461,37.6174943
2017-07-07,French Guiana,Canada,2.0,4.0,Gold Cup,Harrison,United States,True,1353,1530,32.5233959,-94.3982158
2017-07-07,Honduras,Costa Rica,0.0,1.0,Gold Cup,Harrison,United States,True,1592,1768,32.5233959,-94.3982158
2017-07-08,United States,Panama,1.0,1.0,Gold Cup,Nashville,United States,False,1752,1644,36.1622767,-86.7742984
2017-07-09,Mexico,El Salvador,3.0,1.0,Gold Cup,San Diego,United States,True,1930,1431,32.7174202,-117.1627728
2017-07-11,Costa Rica,Canada,1.0,1.0,Gold Cup,Houston,United States,True,1768,1530,29.7589382,-95.3676974
2017-07-12,United States,Martinique,3.0,2.0,Gold Cup,Tampa,United States,False,1752,1485,27.9477595,-82.458444
2017-07-13,Mexico,Jamaica,0.0,0.0,Gold Cup,Denver,United States,True,1930,1525,39.7392364,-104.984862
2017-07-14,Canada,Honduras,0.0,0.0,Gold Cup,Frisco,United States,True,1530,1592,33.1506744,-96.8236116
2017-07-14,Costa Rica,French Guiana,3.0,0.0,Gold Cup,Frisco,United States,True,1768,1353,33.1506744,-96.8236116
2017-07-15,United States,Nicaragua,3.0,0.0,Gold Cup,Cleveland,United States,False,1752,1321,41.4996574,-81.6936772
2017-07-15,Sierra Leone,Senegal,1.0,1.0,African Nations Championship,Freetown,Sierra Leone,False,1372,1710,8.479004,-13.26795
2017-07-16,Curaçao,Mexico,0.0,2.0,Gold Cup,San Antonio,United States,True,1227,1930,29.4246002,-98.4951405
2017-07-19,Costa Rica,Panama,1.0,0.0,Gold Cup,Philadelphia,United States,True,1768,1644,39.9527237,-75.1635262
2017-07-19,United States,El Salvador,2.0,0.0,Gold Cup,Philadelphia,United States,False,1752,1431,39.9527237,-75.1635262
2017-07-20,Jamaica,Canada,2.0,1.0,Gold Cup,Glendale,United States,True,1525,1530,34.1469416,-118.2478471
2017-07-20,Mexico,Honduras,1.0,0.0,Gold Cup,Glendale,United States,True,1930,1592,34.1469416,-118.2478471
2017-07-22,United States,Costa Rica,2.0,0.0,Gold Cup,Arlington,United States,False,1752,1768,32.7355816,-97.1071186
2017-07-22,Senegal,Sierra Leone,3.0,1.0,African Nations Championship,Dakar,Senegal,False,1710,1372,14.693425,-17.447938
2017-07-23,Mexico,Jamaica,0.0,1.0,Gold Cup,Pasadena,United States,True,1930,1525,34.1476452,-118.1444779
2017-07-26,United States,Jamaica,2.0,1.0,Gold Cup,Santa Clara,United States,False,1752,1525,37.2333253,-121.6846349
2017-08-12,São Tomé e Príncipe,Cameroon,0.0,2.0,African Nations Championship,São Tomé,São Tomé and Príncipe,False,1079,1683,0.3389242,6.7313031
2017-08-12,Burkina Faso,Ghana,2.0,2.0,African Nations Championship,Ouagadougou,Burkina Faso,False,1608,1571,12.3681873,-1.5270944
2017-08-13,Egypt,Morocco,1.0,1.0,African Nations Championship,Alexandria,Egypt,False,1683,1613,38.8051095,-77.0470229
2017-08-18,Morocco,Egypt,3.0,1.0,African Nations Championship,Rabat,Morocco,False,1613,1683,34.022405,-6.834543
2017-08-19,Cameroon,São Tomé e Príncipe,2.0,0.0,African Nations Championship,Yaoundé,Cameroon,False,1683,1079,3.8689867,11.5213344
2017-08-20,Ghana,Burkina Faso,1.0,2.0,African Nations Championship,Kumasi,Ghana,False,1571,1608,6.6985605,-1.6233086
2017-08-29,United Arab Emirates,Saudi Arabia,2.0,1.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,1547,1616,24.2248697,55.7452211
2017-08-31,Belgium,Gibraltar,9.0,0.0,FIFA World Cup qualification,Liège,Belgium,False,1887,1096,50.6450944,5.5736112
2017-08-31,Brazil,Ecuador,2.0,0.0,FIFA World Cup qualification,Porto Alegre,Brazil,False,2122,1801,-30.0324999,-51.2303767
2017-08-31,France,Netherlands,4.0,0.0,FIFA World Cup qualification,Saint-Denis,France,False,1990,1840,48.935773,2.3580232
2017-08-31,Japan,Australia,2.0,0.0,FIFA World Cup qualification,Saitama,Japan,False,1781,1710,35.9754168,139.4160114
2017-08-31,South Korea,Iran,0.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False,1765,1775,37.5666791,126.9782914
2017-08-31,Portugal,Faroe Islands,5.0,1.0,FIFA World Cup qualification,Porto,Portugal,False,1923,1285,41.1494512,-8.6107884
2017-08-31,Switzerland,Andorra,3.0,0.0,FIFA World Cup qualification,St. Gallen,Switzerland,False,1861,983,47.4250593,9.3765878
2017-08-31,Syria,Qatar,3.0,1.0,FIFA World Cup qualification,Paya Rumput,Malaysia,True,1564,1530,2.2935977,102.2155254
2017-08-31,Uruguay,Argentina,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1870,2004,-34.9058916,-56.1913095
2017-09-01,Czech Republic,Germany,1.0,2.0,FIFA World Cup qualification,Prague,Czech Republic,False,1703,2047,50.0874654,14.4212535
2017-09-01,Denmark,Poland,4.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False,1721,1863,55.6867243,12.5700724
2017-09-01,Ghana,Congo,1.0,1.0,FIFA World Cup qualification,Kumasi,Ghana,False,1571,1583,6.6985605,-1.6233086
2017-09-01,Malta,England,0.0,4.0,FIFA World Cup qualification,Attard,Malta,False,1210,1926,35.8909172,14.4430093
2017-09-01,Mexico,Panama,1.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1930,1644,19.4326296,-99.1331785
2017-09-01,Morocco,Mali,6.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,1613,1523,34.022405,-6.834543
2017-09-01,Nigeria,Cameroon,4.0,0.0,FIFA World Cup qualification,Uyo,Nigeria,False,1676,1683,5.0322447,7.924791
2017-09-01,Tunisia,Dem. Rep. of Congo,2.0,1.0,FIFA World Cup qualification,Radès,Tunisia,False,1554,1583,36.767891,10.2724617
2017-09-01,United States,Costa Rica,0.0,2.0,FIFA World Cup qualification,Harrison,United States,False,1752,1768,32.5233959,-94.3982158
2017-09-02,Croatia,Kosovo,1.0,0.0,FIFA World Cup qualification,Zagreb,Croatia,False,1870,1389,45.84264135,15.962231476593626
2017-09-02,Senegal,Burkina Faso,0.0,0.0,FIFA World Cup qualification,Dakar,Senegal,False,1710,1608,14.693425,-17.447938
2017-09-02,Serbia,Moldova,3.0,0.0,FIFA World Cup qualification,Belgrade,Serbia,False,1745,1344,44.8178131,20.4568974
2017-09-02,Spain,Italy,3.0,0.0,FIFA World Cup qualification,Madrid,Spain,False,2004,1957,40.4167047,-3.7035825
2017-09-02,Wales,Austria,1.0,0.0,FIFA World Cup qualification,Cardiff,Wales,False,1768,1684,51.4816546,-3.1791934
2017-09-03,France,Luxembourg,0.0,0.0,FIFA World Cup qualification,Toulouse,France,False,1990,1231,43.6044622,1.4442469
2017-09-03,Greece,Belgium,1.0,2.0,FIFA World Cup qualification,Piraeus,Greece,False,1668,1887,37.9431594,23.6470593
2017-09-03,Hungary,Portugal,0.0,1.0,FIFA World Cup qualification,Budapest,Hungary,False,1682,1923,47.4979937,19.0403594
2017-09-03,Latvia,Switzerland,0.0,3.0,FIFA World Cup qualification,Riga,Latvia,False,1401,1861,56.9493977,24.1051846
2017-09-03,Netherlands,Bulgaria,3.0,1.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,1840,1632,52.3727598,4.8936041
2017-09-04,Armenia,Denmark,1.0,4.0,FIFA World Cup qualification,Yerevan,Armenia,False,1516,1721,40.1776245,44.5126174
2017-09-04,Cameroon,Nigeria,1.0,1.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,1683,1676,3.8689867,11.5213344
2017-09-04,England,Slovakia,2.0,1.0,FIFA World Cup qualification,London,England,False,1926,1757,51.5073219,-0.1276474
2017-09-04,Germany,Norway,6.0,0.0,FIFA World Cup qualification,Stuttgart,Germany,False,2047,1560,48.7784485,9.1800132
2017-09-04,Poland,Kazakhstan,3.0,0.0,FIFA World Cup qualification,Warsaw,Poland,False,1863,1381,52.2337172,21.071432235636493
2017-09-05,Argentina,Venezuela,1.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2004,1680,-34.6075682,-58.4370894
2017-09-05,Australia,Thailand,2.0,1.0,FIFA World Cup qualification,Melbourne,Australia,False,1710,1386,-37.8142176,144.9631608
2017-09-05,Burkina Faso,Senegal,2.0,2.0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False,1608,1710,12.3681873,-1.5270944
2017-09-05,Colombia,Brazil,1.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False,1959,2122,10.9810761,-74.7988827
2017-09-05,Congo,Ghana,1.0,5.0,FIFA World Cup qualification,Brazzaville,Congo,False,1583,1571,-4.2694407,15.2712256
2017-09-05,Dem. Rep. of Congo,Tunisia,2.0,2.0,FIFA World Cup qualification,Kinshasa,DR Congo,False,1583,1554,-4.3217055,15.3125974
2017-09-05,Costa Rica,Mexico,1.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,1768,1930,9.9325427,-84.0795782
2017-09-05,Ecuador,Peru,0.0,2.0,FIFA World Cup qualification,Quito,Ecuador,False,1801,1849,-0.2201641,-78.5123274
2017-09-05,Honduras,United States,1.0,1.0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,1592,1752,15.5062156,-88.0248937
2017-09-05,Iran,Syria,2.0,2.0,FIFA World Cup qualification,Tehran,Iran,False,1775,1564,35.6892523,51.3896004
2017-09-05,Ireland,Serbia,0.0,1.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,1771,1745,53.3498006,-6.2602964
2017-09-05,Liechtenstein,Spain,0.0,8.0,FIFA World Cup qualification,Vaduz,Liechtenstein,False,1157,2004,47.1392862,9.5227962
2017-09-05,Mali,Morocco,0.0,0.0,FIFA World Cup qualification,Bamako,Mali,False,1523,1613,12.61326555,-7.984739136241295
2017-09-05,Moldova,Wales,0.0,2.0,FIFA World Cup qualification,Chișinău,Moldova,False,1344,1768,47.0245117,28.8322923
2017-09-05,Paraguay,Uruguay,1.0,2.0,FIFA World Cup qualification,Asunción,Paraguay,False,1721,1870,-25.2800459,-57.6343814
2017-09-05,Qatar,China,1.0,2.0,FIFA World Cup qualification,Doha,Qatar,False,1530,1542,25.2856329,51.5264162
2017-09-05,Saudi Arabia,Japan,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,1616,1781,21.5810088,39.1653612
2017-09-05,Turkey,Croatia,1.0,0.0,FIFA World Cup qualification,Eskişehir,Turkey,False,1794,1870,39.6821156,31.0723476
2017-09-05,Uzbekistan,South Korea,0.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,1645,1765,41.3123363,69.2787079
2017-10-05,Argentina,Peru,0.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2004,1849,-34.6075682,-58.4370894
2017-10-05,Armenia,Poland,1.0,6.0,FIFA World Cup qualification,Yerevan,Armenia,False,1516,1863,40.1776245,44.5126174
2017-10-05,Bolivia,Brazil,0.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,False,1681,2122,-16.4955455,-68.1336229
2017-10-05,Chile,Ecuador,2.0,1.0,FIFA World Cup qualification,Santiago,Chile,False,1980,1801,9.8694792,-83.7980749
2017-10-05,England,Slovenia,1.0,0.0,FIFA World Cup qualification,London,England,False,1926,1639,51.5073219,-0.1276474
2017-10-05,Montenegro,Denmark,0.0,1.0,FIFA World Cup qualification,Podgorica,Montenegro,False,1585,1721,42.4415238,19.2621081
2017-10-05,Northern Ireland,Germany,1.0,3.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,1663,2047,54.596391,-5.9301829
2017-10-05,Syria,Australia,1.0,1.0,FIFA World Cup qualification,Paya Rumput,Malaysia,True,1564,1710,2.2935977,102.2155254
2017-10-05,Venezuela,Uruguay,0.0,0.0,FIFA World Cup qualification,San Cristóbal,Venezuela,False,1680,1870,18.5200904,-70.2076771
2017-10-06,Austria,Serbia,3.0,2.0,FIFA World Cup qualification,Vienna,Austria,False,1684,1745,48.2083537,16.3725042
2017-10-06,Croatia,Finland,1.0,1.0,FIFA World Cup qualification,Rijeka,Croatia,False,1870,1550,45.3267976,14.442208
2017-10-06,Georgia,Wales,0.0,1.0,FIFA World Cup qualification,Tbilisi,Georgia,False,1464,1768,41.6934591,44.8014495
2017-10-06,Japan,New Zealand,2.0,1.0,Kirin Challenge Cup,Toyota,Japan,False,1781,1567,35.15195,137.301478
2017-10-06,Mexico,Trinidad and Tobago,3.0,1.0,FIFA World Cup qualification,San Luis Potosí,Mexico,False,1930,1450,22.5000001,-100.4949145
2017-10-06,Spain,Albania,3.0,0.0,FIFA World Cup qualification,Alicante,Spain,False,2004,1569,38.3436365,-0.4881708
2017-10-06,United States,Panama,4.0,0.0,FIFA World Cup qualification,Orlando,United States,False,1752,1644,28.5421109,-81.3790304
2017-10-07,Andorra,Portugal,0.0,2.0,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,False,983,1923,42.46671695,1.4963449774456519
2017-10-07,Belarus,Netherlands,1.0,3.0,FIFA World Cup qualification,Barysaw,Belarus,False,1553,1840,54.2240665,28.5117849
2017-10-07,Bosnia and Herzegovina,Belgium,3.0,4.0,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,False,1764,1887,43.8519774,18.3866868
2017-10-07,Bulgaria,France,0.0,1.0,FIFA World Cup qualification,Sofia,Bulgaria,False,1632,1990,-15.2538402,48.2562163
2017-10-07,Cameroon,Algeria,2.0,0.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,1683,1604,3.8689867,11.5213344
2017-10-07,Cape Verde,Senegal,0.0,2.0,FIFA World Cup qualification,Praia,Cape Verde,False,1443,1710,14.9162811,-23.5095095
2017-10-07,Costa Rica,Honduras,1.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,1768,1592,9.9325427,-84.0795782
2017-10-07,Guinea,Tunisia,1.0,4.0,FIFA World Cup qualification,Conakry,Guinea,False,1509,1554,9.5170602,-13.6998434
2017-10-07,Morocco,Gabon,3.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False,1613,1447,33.5950627,-7.6187768
2017-10-07,Switzerland,Hungary,5.0,2.0,FIFA World Cup qualification,Basel,Switzerland,False,1861,1682,47.5581077,7.5878261
2017-10-07,Uganda,Ghana,0.0,0.0,FIFA World Cup qualification,Kampala,Uganda,False,1462,1571,0.3177137,32.5813539
2017-10-08,Denmark,Romania,1.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,False,1721,1677,55.6867243,12.5700724
2017-10-08,Germany,Azerbaijan,5.0,1.0,FIFA World Cup qualification,Kaiserslautern,Germany,False,2047,1436,49.4432174,7.7689951
2017-10-08,Lithuania,England,0.0,1.0,FIFA World Cup qualification,Vilnius,Lithuania,False,1458,1926,54.6870458,25.2829111
2017-10-08,Poland,Montenegro,4.0,2.0,FIFA World Cup qualification,Warsaw,Poland,False,1863,1585,52.2337172,21.071432235636493
2017-10-09,Israel,Spain,0.0,1.0,FIFA World Cup qualification,Jerusalem,Israel,False,1622,2004,31.79592425,35.21198075969497
2017-10-09,Serbia,Georgia,1.0,0.0,FIFA World Cup qualification,Belgrade,Serbia,False,1745,1464,44.8178131,20.4568974
2017-10-09,Ukraine,Croatia,0.0,2.0,FIFA World Cup qualification,Kyiv,Ukraine,False,1760,1870,50.4500336,30.5241361
2017-10-09,Wales,Ireland,0.0,1.0,FIFA World Cup qualification,Cardiff,Wales,False,1768,1771,51.4816546,-3.1791934
2017-10-10,Australia,Syria,2.0,1.0,FIFA World Cup qualification,Sydney,Australia,False,1710,1564,-33.8698439,151.2082848
2017-10-10,Belgium,Cyprus,4.0,0.0,FIFA World Cup qualification,Brussels,Belgium,False,1887,1455,50.8465573,4.351697
2017-10-10,Brazil,Chile,3.0,0.0,FIFA World Cup qualification,São Paulo,Brazil,False,2122,1980,-23.5506507,-46.6333824
2017-10-10,Ecuador,Argentina,1.0,3.0,FIFA World Cup qualification,Quito,Ecuador,False,1801,2004,-0.2201641,-78.5123274
2017-10-10,France,Belarus,2.0,1.0,FIFA World Cup qualification,Saint-Denis,France,False,1990,1553,48.935773,2.3580232
2017-10-10,Honduras,Mexico,3.0,2.0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,1592,1930,15.5062156,-88.0248937
2017-10-10,Japan,Haiti,3.0,3.0,Kirin Challenge Cup,Yokohama,Japan,False,1781,1472,35.444991,139.636768
2017-10-10,Netherlands,Sweden,2.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,1840,1786,52.3727598,4.8936041
2017-10-10,Panama,Costa Rica,2.0,1.0,FIFA World Cup qualification,Panama City,Panama,False,1644,1768,30.1600827,-85.6545729
2017-10-10,Portugal,Switzerland,2.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,1923,1861,38.7077507,-9.1365919
2017-10-10,Trinidad and Tobago,United States,2.0,1.0,FIFA World Cup qualification,Couva,Trinidad and Tobago,False,1450,1752,10.4223291,-61.458708
2017-10-10,Uruguay,Bolivia,4.0,2.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1870,1681,-34.9058916,-56.1913095
2017-11-09,Croatia,Greece,4.0,1.0,FIFA World Cup qualification,Zagreb,Croatia,False,1870,1668,45.84264135,15.962231476593626
2017-11-09,Northern Ireland,Switzerland,0.0,1.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,1663,1861,54.596391,-5.9301829
2017-11-10,Honduras,Australia,0.0,0.0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,1592,1710,15.5062156,-88.0248937
2017-11-10,South Africa,Senegal,0.0,2.0,FIFA World Cup qualification,Polokwane,South Africa,False,1608,1710,-23.9058333,29.4613889
2017-11-11,Denmark,Ireland,0.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False,1721,1771,55.6867243,12.5700724
2017-11-11,Ivory Coast,Morocco,0.0,2.0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,1697,1613,5.320357,-4.016107
2017-11-11,Tunisia,Libya,0.0,0.0,FIFA World Cup qualification,Radès,Tunisia,False,1554,1461,36.767891,10.2724617
2017-11-11,Zambia,Cameroon,2.0,2.0,FIFA World Cup qualification,Ndola,Zambia,False,1445,1683,-12.9693056,28.6365894
2017-11-12,Ghana,Egypt,1.0,1.0,FIFA World Cup qualification,Kumasi,Ghana,False,1571,1683,6.6985605,-1.6233086
2017-11-12,Greece,Croatia,0.0,0.0,FIFA World Cup qualification,Piraeus,Greece,False,1668,1870,37.9431594,23.6470593
2017-11-12,Switzerland,Northern Ireland,0.0,0.0,FIFA World Cup qualification,Basel,Switzerland,False,1861,1663,47.5581077,7.5878261
2017-11-14,Ireland,Denmark,1.0,5.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,1771,1721,53.3498006,-6.2602964
2017-11-14,Senegal,South Africa,2.0,1.0,FIFA World Cup qualification,Dakar,Senegal,False,1710,1608,14.693425,-17.447938
2017-11-15,Australia,Honduras,3.0,1.0,FIFA World Cup qualification,Sydney,Australia,False,1710,1592,-33.8698439,151.2082848
2017-12-09,Japan,North Korea,1.0,0.0,EAFF Championship,Chōfu,Japan,False,1781,1523,35.660036,139.554815
2017-12-09,South Korea,China,2.0,2.0,EAFF Championship,Chōfu,Japan,True,1765,1542,35.660036,139.554815
2017-12-12,Japan,China,2.0,1.0,EAFF Championship,Chōfu,Japan,False,1781,1542,35.660036,139.554815
2017-12-12,North Korea,South Korea,0.0,1.0,EAFF Championship,Chōfu,Japan,True,1523,1765,35.660036,139.554815
2017-12-16,Japan,South Korea,1.0,4.0,EAFF Championship,Chōfu,Japan,False,1781,1765,35.660036,139.554815
2017-12-22,Kuwait,Saudi Arabia,1.0,2.0,Gulf Cup,Kuwait City,Kuwait,False,1460,1616,29.3796532,47.9734174
2017-12-23,Qatar,Yemen,4.0,0.0,Gulf Cup,Kuwait City,Kuwait,True,1530,1222,29.3796532,47.9734174
2017-12-25,United Arab Emirates,Saudi Arabia,0.0,0.0,Gulf Cup,Kuwait City,Kuwait,True,1547,1616,29.3796532,47.9734174
2017-12-26,Iraq,Qatar,2.0,1.0,Gulf Cup,Kuwait City,Kuwait,True,1499,1530,29.3796532,47.9734174
2017-12-28,Saudi Arabia,Oman,0.0,2.0,Gulf Cup,Kuwait City,Kuwait,True,1616,1465,29.3796532,47.9734174
2017-12-29,Qatar,Bahrain,1.0,1.0,Gulf Cup,Kuwait City,Kuwait,True,1530,1406,29.3796532,47.9734174
2018-01-13,Morocco,Mauritania,4.0,0.0,African Nations Championship,Casablanca,Morocco,False,1712,1319,33.5950627,-7.6187768
2018-01-16,Cameroon,Congo,0.0,1.0,African Nations Championship,Agadir,Morocco,True,1643,1588,30.42203615,-9.55950887633639
2018-01-17,Morocco,Guinea,3.0,1.0,African Nations Championship,Casablanca,Morocco,False,1712,1454,33.5950627,-7.6187768
2018-01-20,Angola,Cameroon,1.0,0.0,African Nations Championship,Agadir,Morocco,True,1255,1643,30.42203615,-9.55950887633639
2018-01-21,Morocco,Sudan,0.0,0.0,African Nations Championship,Casablanca,Morocco,False,1712,1245,33.5950627,-7.6187768
2018-01-24,Burkina Faso,Cameroon,1.0,1.0,African Nations Championship,Tangier,Morocco,True,1598,1643,35.777103,-5.803792
2018-01-27,Morocco,Namibia,2.0,0.0,African Nations Championship,Casablanca,Morocco,False,1712,1371,33.5950627,-7.6187768
2018-01-31,Morocco,Libya,3.0,1.0,African Nations Championship,Casablanca,Morocco,False,1712,1475,33.5950627,-7.6187768
2018-02-04,Morocco,Nigeria,4.0,0.0,African Nations Championship,Casablanca,Morocco,False,1712,1696,33.5950627,-7.6187768
2018-06-14,Russia,Saudi Arabia,5.0,0.0,FIFA World Cup,Moscow,Russia,False,1679,1592,55.7504461,37.6174943
2018-06-15,Egypt,Uruguay,0.0,1.0,FIFA World Cup,Ekaterinburg,Russia,True,1647,1890,56.839104,60.60825
2018-06-15,Morocco,Iran,0.0,1.0,FIFA World Cup,Saint Petersburg,Russia,True,1712,1788,27.7703796,-82.6695085
2018-06-15,Portugal,Spain,3.0,3.0,FIFA World Cup,Sochi,Russia,True,1966,2048,43.5854823,39.723109
2018-06-16,France,Australia,2.0,1.0,FIFA World Cup,Kazan,Russia,True,1994,1732,55.7823547,49.1242266
2018-06-16,Argentina,Iceland,1.0,1.0,FIFA World Cup,Moscow,Russia,True,1985,1787,55.7504461,37.6174943
2018-06-16,Peru,Denmark,0.0,1.0,FIFA World Cup,Saransk,Russia,True,1912,1843,54.18671,45.18383
2018-06-16,Croatia,Nigeria,2.0,0.0,FIFA World Cup,Kaliningrad,Russia,True,1853,1696,54.710128,20.5105838
2018-06-17,Costa Rica,Serbia,0.0,1.0,FIFA World Cup,Samara,Russia,True,1744,1770,53.198627,50.113987
2018-06-17,Germany,Mexico,0.0,1.0,FIFA World Cup,Moscow,Russia,True,2092,1857,55.7504461,37.6174943
2018-06-17,Brazil,Switzerland,1.0,1.0,FIFA World Cup,Rostov-on-Don,Russia,True,2130,1879,47.2213858,39.7114196
2018-06-18,Sweden,South Korea,1.0,0.0,FIFA World Cup,Nizhny Novgorod,Russia,True,1796,1730,56.3264816,44.0051395
2018-06-18,Belgium,Panama,3.0,0.0,FIFA World Cup,Sochi,Russia,True,1929,1666,43.5854823,39.723109
2018-06-18,Tunisia,England,1.0,2.0,FIFA World Cup,Volgograd,Russia,True,1657,1941,48.7081906,44.5153353
2018-06-19,Colombia,Japan,1.0,2.0,FIFA World Cup,Saransk,Russia,True,1927,1670,54.18671,45.18383
2018-06-19,Poland,Senegal,1.0,2.0,FIFA World Cup,Moscow,Russia,True,1831,1739,55.7504461,37.6174943
2018-06-20,Portugal,Morocco,1.0,0.0,FIFA World Cup,Moscow,Russia,True,1966,1712,55.7504461,37.6174943
2018-06-20,Uruguay,Saudi Arabia,1.0,0.0,FIFA World Cup,Rostov-on-Don,Russia,True,1890,1592,47.2213858,39.7114196
2018-06-20,Iran,Spain,0.0,1.0,FIFA World Cup,Kazan,Russia,True,1788,2048,55.7823547,49.1242266
2018-06-21,Denmark,Australia,1.0,1.0,FIFA World Cup,Samara,Russia,True,1843,1732,53.198627,50.113987
2018-06-21,France,Peru,1.0,0.0,FIFA World Cup,Ekaterinburg,Russia,True,1994,1912,56.839104,60.60825
2018-06-21,Argentina,Croatia,0.0,3.0,FIFA World Cup,Nizhny Novgorod,Russia,True,1985,1853,56.3264816,44.0051395
2018-06-22,Brazil,Costa Rica,2.0,0.0,FIFA World Cup,Saint Petersburg,Russia,True,2130,1744,27.7703796,-82.6695085
2018-06-22,Serbia,Switzerland,1.0,2.0,FIFA World Cup,Kaliningrad,Russia,True,1770,1879,54.710128,20.5105838
2018-06-23,Belgium,Tunisia,5.0,2.0,FIFA World Cup,Moscow,Russia,True,1929,1657,55.7504461,37.6174943
2018-06-23,South Korea,Mexico,1.0,2.0,FIFA World Cup,Rostov-on-Don,Russia,True,1730,1857,47.2213858,39.7114196
2018-06-23,Germany,Sweden,2.0,1.0,FIFA World Cup,Sochi,Russia,True,2092,1796,43.5854823,39.723109
2018-06-24,England,Panama,6.0,1.0,FIFA World Cup,Nizhny Novgorod,Russia,True,1941,1666,56.3264816,44.0051395
2018-06-24,Japan,Senegal,2.0,2.0,FIFA World Cup,Ekaterinburg,Russia,True,1670,1739,56.839104,60.60825
2018-06-24,Poland,Colombia,0.0,3.0,FIFA World Cup,Kazan,Russia,True,1831,1927,55.7823547,49.1242266
2018-06-25,Russia,Uruguay,0.0,3.0,FIFA World Cup,Samara,Russia,False,1679,1890,53.198627,50.113987
2018-06-25,Saudi Arabia,Egypt,2.0,1.0,FIFA World Cup,Volgograd,Russia,True,1592,1647,48.7081906,44.5153353
2018-06-25,Spain,Morocco,2.0,2.0,FIFA World Cup,Kaliningrad,Russia,True,2048,1712,54.710128,20.5105838
2018-06-25,Iran,Portugal,1.0,1.0,FIFA World Cup,Saransk,Russia,True,1788,1966,54.18671,45.18383
2018-06-26,Australia,Peru,0.0,2.0,FIFA World Cup,Sochi,Russia,True,1732,1912,43.5854823,39.723109
2018-06-26,Denmark,France,0.0,0.0,FIFA World Cup,Moscow,Russia,True,1843,1994,55.7504461,37.6174943
2018-06-26,Nigeria,Argentina,1.0,2.0,FIFA World Cup,Saint Petersburg,Russia,True,1696,1985,27.7703796,-82.6695085
2018-06-26,Iceland,Croatia,1.0,2.0,FIFA World Cup,Rostov-on-Don,Russia,True,1787,1853,47.2213858,39.7114196
2018-06-27,South Korea,Germany,2.0,0.0,FIFA World Cup,Kazan,Russia,True,1730,2092,55.7823547,49.1242266
2018-06-27,Mexico,Sweden,0.0,3.0,FIFA World Cup,Ekaterinburg,Russia,True,1857,1796,56.839104,60.60825
